venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
Cursus- en vergadercentrum Domstad,Koningsbergerstraat 9 3531 AJ Utrecht,Netherlands,52.08748357042865, 5.098936023390763,"July 01 - 02, 2024",9:30 - 17:00 CEST,2024-07-01T22:00:00Z,2024-07-02T22:00:00Z,"Sven van der Burg, Johan Hidding, Dani Bodor, Olga Lyashevska",,ds,ds-cr,Good practices in research software development,2024-07-02-ds-cr-TNO,NA
